"kusaal","english","tier","kus_article","en_article","alignment_origin"
"Tamale Senior High School sakur biikʋda banɛ yʋda pʋdʋgʋd anɛ banɛ naae kɛŋi ba tʋʋma zi'igin ka tʋm ka ba yʋda yina.","Tamale Senior High School was founded by then British Colonial Administration as Government Secondary School, Tamale in 1951.","silver","Tamale Senior High School","Tamale Senior High School","anchor-unsure"
"University la da sin'iŋnɛ yʋʋm tusir kɔbiswai nɛ pisnu nɛ yinne(1951) la an kpiiisʋg zamisʋg zin'ig, ka yʋʋm tusir kɔbiswai nɛ pisyuobʋ nɛ atan' (1963) ka la lɛbig an nu'ug tʋʋma zamisʋg lʋgʋr.","The university was founded in 1951 as a trades school and in 1963 as a technical institute.","gold","Tamale Technical University","Tamale Technical University","anchor-confident"
"Sakurbiis nwɛn wʋʋ tusa ayɔpɔi (7,000) ka university la nɔk.","There are roughly 7,000 varied students enrolled at the university.","gold","Tamale Technical University","Tamale Technical University","anchor-confident"
"Ka Commonwealth Association of Technical Universities nɛ Polytechnics bɛ Africa, TaTU pa'as ba ni yinne.","The Commonwealth Association of Technical Universities and Polytechnics in Africa counts TaTU as one of its members.","gold","Tamale Technical University","Tamale Technical University","anchor-confident"
"Dinɛ lɛn pa'as ya'as, li pa'as nɛ Conference of Vice-Chancellors bɛ Technical Universities nɛ Rectors of Polytechnics bɛ Ghana la'am nɛ Association of Principals bɛ Technical Institutes bɛ Ghana.","Additionally, it is a member of the Conference of Vice-Chancellors of Technical Universities and Rectors of Polytechnics in Ghana and the Association of Principals of Technical Institutes in Ghana.","gold","Tamale Technical University","Tamale Technical University","anchor-confident"
"Ka bɛ zin'ig kanɛ ka ba tisid yʋ'ʋr ye Education ridge ka pʋridig Tamale sʋ'ʋlim, nɛ Yendi sʋ'ʋlim.","The branches are the Tamale main, and the Yendi branch.","silver","Tamale Technical University","Tamale Technical University","anchor-confident"
"Bɛdigʋ siak tis ye TaTU's an sum li ya'a ti lɛb applied research nɛ technology Di pa'as nɛ University banɛ bɛ dunia la gilli.","Tamale Technical University (TaTU), initially called Tamale Polytechnic(T.poly), is located in the northern part of Ghana.","silver","Tamale Technical University","Tamale Technical University","anchor-unsure"
"Freda Prempeh an wadmaani tis constituency la.","Gideon Boako is a member of parliament for the constituency.","silver","Tano North Constituency","Tano North (Ghana parliament constituency)","anchor-unsure"
"Tano North constituency anɛ constituency banɛ ka Wabʋg Na'adɔɔg ɛɛnti dit na'am ani la yinne.","Tano North constituency is one of the constituencies that the New Patriotic Party wins almost every election and a stronghold for the party.","silver","Tano North Constituency","Tano North (Ghana parliament constituency)","anchor-unsure"
"Yʋma pisi nwa, constituency la nidib vɔɔtidnɛ gansid Wabʋg Na'adɔɔg nidib ka ba an wadmaanibi tis constituency la.","In the last two decades, the constituency has consistently elected their representative of parliament from the NPP.","silver","Tano North Constituency","Tano North (Ghana parliament constituency)","anchor-unsure"
"Benjamin Yeboah Sekyere an wadmaani tis constituency la.","Charles Asiedu is the member of parliament for the constituency.","silver","Tano South Constituency","Tano South (Ghana parliament constituency)","anchor-unsure"
"O da zi'enɛ Wabʋg Na'adɔɔg la nɔba zugu nya' na'am la, ka nidib bɛdegʋ da vɔɔti gaŋ o, o da paam vɔɔt tusa atan', kɔbisnii nɛ atan' (3803) ka lieb wadmaani tis constituency la.","Charles Asiedu is the member of parliament for the constituency.","silver","Tano South Constituency","Tano South (Ghana parliament constituency)","anchor-unsure"
"Tariq Hanna da anɛ Executive Pastry Chef ka lɛn paas Sucré dessert diib kuosʋg zin'ikanɛ bɛ New Orleans, Louisiana.","Tariq Hanna was Executive Pastry Chef and partner of the Sucré dessert restaurant in New Orleans, Louisiana.","gold","Tariq Hanna","Tariq Hanna","anchor-confident"
"Ba da dʋ'a o nɛ Nigeria, ka o nɔbʋga anina ka lɛɛ keŋi o sakuri bɛ England, Hanna da tɔɔm teŋi keŋ United States ka tɔlisi o saakur keŋ Lawrence Technological University dinɛ bɛ Detroit, Michigan.","He was born and raised in Nigeria, and after attending boarding school in England, Hanna moved to the United States to attend Lawrence Technological University in Detroit, Michigan.","gold","Tariq Hanna","Tariq Hanna","anchor-confident"
"Hanna da lɛn keŋ kpɛn' diib maalʋg sakur bɛ Oakland Community College.","Hanna enrolled himself in culinary school at Oakland Community College.","gold","Tariq Hanna","Tariq Hanna","anchor-confident"
"O yiiga tʋʋmkanɛ ka o da tʋm diib kuosʋg tʋʋma anɛ on da tʋm bɛ sandwich board dinɛ bɛ deli n bɛ Southfield, Michigan named Sol's Deli.","His first job in the restaurant industry was working the sandwich board at a deli in Southfield, Michigan named Sol's Deli.","gold","Tariq Hanna","Tariq Hanna","anchor-confident"
"Yʋʋm tusir, kɔbʋs wai nɛ piswai nɛ atan' (1993) la ni, Hanna da yɔ'ɔgi o mɛŋ diib dʋgʋb nɛ kuosʋg zin'ig, bɛ The Northville Gourmet, on da an yʋʋm pisi nɛ anaasi (24) la.","In 1993, Hanna opened his own family-operated pastry and catering shop, The Northville Gourmet, at the age of 24.","gold","Tariq Hanna","Tariq Hanna","anchor-confident"
"Yʋʋm tusir, kɔbʋswai nɛ piswai nɛ awai Samampiid nwadig la ni, bɛ Motor City Casino da yɔ'ɔg bɛ Detroit.","In December 1999, MotorCity Casino opened in Detroit.","gold","Tariq Hanna","Tariq Hanna","anchor-confident"
"O tʋʋma saŋa bɛ Motor City, Hanna da paasi nya' diib dʋgʋb nya'abanɛ ka ba da maal bɛ Food Network ni la, la'an nɛ National Bread and Pastry Championship, Chocolate Fantasy Competition, Cereal Bridges and Gingerbread Mansions Competition.","During his tenure at MotorCity, Hanna participated in several cooking competitions on the Food Network, including the National Bread and Pastry Championship, Chocolate Fantasy Competition, Cereal Bridges and Gingerbread Mansions Competition.","gold","Tariq Hanna","Tariq Hanna","anchor-confident"
"Yʋʋm tusa ayi nɛ anaasi (2004) la ni, onɛ da di ya'an lieb yiiga daan bɛ Central Region Pastry Chef yʋʋmkan ni, ka lɛn an onɛ paasi ayi bɛ National Pastry Chef yʋʋmkan ni bɛ American Culinary Federation.","In 2004, he was named the first Central Region Pastry Chef of the Year, and Runner-up National Pastry Chef of the Year by the American Culinary Federation.","gold","Tariq Hanna","Tariq Hanna","anchor-confident"
"On da tʋm bɛ Motor City Casino la yʋma ayɔpɔi nya'aŋ, Hanna da naal nɛ New Orleans dim didʋgʋt onɛ yʋ'ʋri buon ye Joel Dondis ka ba maal Dondis' vision dinɛ an Sucré diib kuosʋg zin'ig.","After seven years at MotorCity Casino, Hanna joined with New Orleans native restaurateur Joel Dondis to develop Dondis' vision of the Sucré restaurant.","gold","Tariq Hanna","Tariq Hanna","anchor-confident"
"Hanna an onɛ da di ya'an lieb Pastry Chef of the Year bɛ yʋʋm tusa ayi nɛ ayɔpɔi la ni (2007) dinɛ ka New Orleans Magazine da maal la.","Hanna was named Pastry Chef of the Year in 2007 by New Orleans Magazine.","gold","Tariq Hanna","Tariq Hanna","anchor-confident"
"Hanna da lɛm paas banɛ da paae naar daar bɛ Chef Magazine's yʋʋm tusa ayi nɛ anii (2008) la ni, ka ba da yɛl ye onɛ di ya'ani gaadi o taaba la wʋsa yʋʋm tusa ayi nɛ anii (2008) nɛ yʋʋm tusa ayi nɛ awai (2009) New Orleans City Business Culinary Connoisseurs nya'ab la ni.","Hanna was also a finalist for Chef Magazine's 2008 Chef of the Year, and was named best pastry chef in both the 2008 and 2009 New Orleans City Business Culinary Connoisseurs issues.","gold","Tariq Hanna","Tariq Hanna","anchor-confident"
"O da lɛn nya' bɛ TLC's Ultimate Cake Off yiiga nya'ab la ni (""Shark Summer"") nɛ dinɛ paasi anaasi la ni (""Fourth of July""); nɛ Food Network Challenge (""Incredible Edible Mansions"").","He also competed on TLC's Ultimate Cake Off episode 1 (""Shark Summer"") and episode 4 (""Fourth of July""); and the Food Network Challenge (""Incredible Edible Mansions"").","gold","Tariq Hanna","Tariq Hanna","anchor-confident"
"Yʋʋm tusa ayi nɛ piinɛ anii (2018) la nii, Hanna da kuosi o pʋʋr dinɛ da bɛ Sucré la ka bas tʋʋma ban da zɛrig o ye mɔ ye digin nɛ sɔ' la zug.","In 2018, Hanna sold his shares of Sucré and left the company after sexual misconduct allegations.","gold","Tariq Hanna","Tariq Hanna","anchor-confident"
"On da tʋm o mɛŋ tʋʋma la yʋma ayuobʋ nya'aŋ, Hanna da paam suor ye o an yiiga casino pastry dikuos bɛ Detroit.","After six years of self-employment, Hanna was offered a position as the first casino pastry chef in Detroit.","silver","Tariq Hanna","Tariq Hanna","anchor-unsure"
"Wɛlʋŋ 2B dim mɔri nwɛ'ɛdib wɛlʋŋnam ayɔpɔi banɛ yi Ashanti sʋ'ʋlʋm, Western sʋ'ʋlʋm, nɛ Central sʋ'ʋlʋm linɛ bɛ Ghana kpɛla.","Zone 2B has seven competing teams from the part of the Ashanti Region, Western Region and the Central Region of Ghana.","gold","Tarkwa United","Tarkwa United","anchor-confident"
"Techiman North anɛ distrik nam pii nɛ yinne la sʋ'ʋlʋm yinne bɛ Bono East region sʋ'ʋlʋm Ghana nwa ni.","Techiman North is one of the constituencies represented in the Parliament of Ghana.","gold","Techiman North","Techiman North (Ghana parliament constituency)","anchor-confident"
"Pin'ilʋgʋn la li da anɛ Techiman Distrik titada nam la yinne dawalig nwadig la 10 yʋma 1989 kanɛ da gaad la ni; hali ti paae saŋa kanɛ ka teŋ la ya-nya'aŋ dim la wɛligi ba kɔn' yiis maali ba mɛŋ distrik kanɛ an Techiman North Districk la n bɛ 28 sigir nwadig la 2012 la ni; ka teŋ kanɛ kpɛlim la an Techiman Distrik ( nya'aŋ ka li da nɔbigi lieb municipal distrik assembly ka ba maligim pʋdi li yʋ'ʋr ye Techiman Municipal Assembly bɛ yʋʋm kan ni nɔɔ).","Techiman North is one of the constituencies represented in the Parliament of Ghana.","silver","Techiman North","Techiman North (Ghana parliament constituency)","anchor-unsure"
"Teddy Safori Addi (ba da dʋ'a o nɛ yʋʋm tusir kɔbiswai nɛ pisnii nɛ anaasi Yʋʋmpaal Nwadig dabpisi nɛ ayuobʋ daar (26 January 1984) anɛ Ghana pɔlitiks nwɛ'ɛd ka an Ma'asim tiig Na'adɔɔg, National Democratic Congress nid.","Teddy Safori Addi (born Thursday, 26 January 1984) is a Ghanaian politician and member of the National Democratic Congress.","gold","Teddy Safori Addi","Teddy Safori Addi","anchor-confident"
"O mɔr BSc in Project Management.","He holds a BSc in Project Management.","gold","Teddy Safori Addi","Teddy Safori Addi","anchor-confident"
"O anɛ Wadmaani tis Ayensuano Constituency sʋ'ʋlim dim.","He was the member of parliament for the Ayensuano Constituency from January 2021 to January 2025.","silver","Teddy Safori Addi","Teddy Safori Addi","anchor-unsure"
"Addi yinɛ Coalter.","Addi hails from Coaltar in the Eastern Region (Ghana).","silver","Teddy Safori Addi","Teddy Safori Addi","anchor-unsure"
"Ti mɔr teebulnam ka ba mɔri tʋm tʋʋma kɔn'ɔb kɔn'ɔb, wan wʋʋ teebul banɛ ka ba pa'an gbana sɔbid nɛ teebul banɛ ka ba pa'an tɛɛla sɛɛnd.","There are also a range of specialized types of tables, such as drafting tables, used for doing architectural drawings, and sewing tables.","silver","Teebul","Table (furniture)","adjudicated"
"Tema East bɛnɛ Tema Municipal District kanlɛ bɛ Greater Accra region, Ghana.","Tema East is located in the Tema Municipal District of the Greater Accra Region of Ghana.","gold","Tema East Constituency","Tema East","anchor-confident"
"Sʋ'ʋlim la bɛnɛ Accra Metropolis District kanɛ bɛ Greater Accra Region, Ghana.","The constituency is located within the Accra Metropolis District of the Greater Accra Region of Ghana.","gold","Tema East Constituency","Tema East","anchor-confident"
"Tema East paas nɛ Sʋ'ʋlim nam banɛ mɔr wadmaan, Wadmaannib yir Ghana.","Tema East is one of the constituencies represented in the Parliament of Ghana.","silver","Tema East Constituency","Tema East","anchor-unsure"
"Ba da vɔɔti yisi ba Wadmaan (MP) yinne dɔlis nɛ first past the post vɔɔtʋg la ni.","It elects one Member of Parliament (MP) by the first past the post system of election.","silver","Tema East Constituency","Tema East","anchor-unsure"
"Sʋ'ʋlimla wadman anɛ Isaac Ashai Odamtten.","Isaac Ashai Odamtten is the member of parliament for the constituency.","silver","Tema East Constituency","Tema East","anchor-confident"
"Tempane District anɛ babir yinne dinɛ bɛ sʋ'ʋlʋmnam piinɛ anu la ni Upper East Region, Ghana nwa ni.","Tempane District is one of the fifteen districts in Upper East Region, Ghana.","gold","Tempane","Tempane District","anchor-confident"
"Yiigin la li da anɛ dinɛ pɛ'ɛsnɛ sʋ'ʋlʋm tita'ar Garu-Tempane District 2004 yʋʋm la ni, ka ba yʋ'ʋn da pʋdʋg Ya-dagɔbʋg la paam Tempane District 15 February 2018 la ni; ka babir kanɛ kpɛlim la an Garu District.","Originally it was formerly part of the then-larger Garu-Tempane District in 2004, until the southeast part of the district was split off to create Tempane District on 15 February 2018; thus the remaining part has been renamed as Garu District.","gold","Tempane","Tempane District","anchor-confident"
"Babir la bɛnɛ Ya-dagɔbʋg Upper East Sʋ'ʋlʋm ka Tempane an li tɛŋpʋtita'ar.","The district assembly is located in the eastern part of Upper East Region and has Tempane as its capital town.","silver","Tempane","Tempane District","anchor-unsure"
"African university college of communications la anɛ asʋ'ʋmmɛŋ sakur tita'ar kanɛ bɛ Adabraka, n bɛ Accra, Ghana teŋgbauŋin, ka ba na zamisid ka pa'an labaya la'asʋŋ nɛ li widigir nɛ labaya baŋir tʋʋma, nɛ kpikpiŋ zin'igin, nɛ Africa malima zamisʋg, kanɛ lina yɔ'ɔg suoya ka zamisʋg keŋ tuon, ka zumaaŋ la na zamis ka tʋm ka Africa paam nɔbigir nɛ tuon ken.","The African University College of Communications is a private tertiary institution at Adabraka, Accra, Ghana, for the study and teaching of journalism, communication studies, information technology convergence, business, African Studies, providing opportunities for advanced learning, and practical and professional training for the rapid growth and development of Africa.","gold","The African university college of communications","African University College of Communications","anchor-confident"
"African labaya la'asʋg nɛ li widigir zamisʋg sakur tita'ar la da dɛŋi n buon nɛ Africa Institude of Journalism & Communications (AIJC).","The African University College of Communications was formerly known as the Africa Institute of Journalism & Communications (AIJC).","gold","The African university college of communications","African University College of Communications","anchor-confident"
"Sakur la da anɛ asʋ'ʋmmɛŋ sakur tita'ar kanɛ ka Kojo Yankah, onɛ da an Ghana wʋsa labaya gbaʋŋ kanɛ widig hali la editor, Daily Graphic la, ka da lɛm an Ghana Institude of Journalism la Director yʋʋma awai pʋʋgin, yʋʋma ayɔpɔi k'o da an Minister of State, nɛ Wadmaan gobina Na'adɔɔgin la ni yʋʋma anii.","The institution was a private tertiary institution established in 2002 by Kojo Yankah, former editor of Ghana's widest circulation newspaper, the Daily Graphic, who also served nine years as Director of the Ghana Institute of Journalism, seven years as Minister of State, and eight years as Member of Parliament.","gold","The African university college of communications","African University College of Communications","anchor-confident"
"2007 la nii, National Accreditation Board da lɛn tis sakur la suor ye li pa'an Bachelor of Arts degree zamisa, n kɛ ka ba da buon sakur la ye African labaya la'asʋg nɛ li widigir zamisʋg sakur tita'ar (AUCC), ka da niŋ Africa yiiga sakur tita'ar kanɛ zamis labaya la'asʋg nɛ li widigir tʋʋma ka lin an ba zamis kpan 2010 yʋʋm la ni, NAB da lɛn tis AUCC suor ya'as ye ba pa'alim Bachelor of Science degree zamisa tʋʋma zin'isin nɔbigir nɛ ba kligidi zanlim yɛla.","In 2007, the institute received another approval from the National Accreditation Board to offer Bachelor of Arts degree courses and became known as the African University College of Communications (AUCC) becoming the first university in Africa to offer journalism and communication studies as its flagship.","gold","The African university college of communications","African University College of Communications","anchor-confident"
"Sakur la la'asi o mɛŋi nɛ University of Ghana ka paamid degree zamisa la, nɛ Ntional Board for Technicians Examinations (NABPTEX) ka paamid diploma zamisa la.","The School is affiliated with the University of Ghana for the award of its degrees and with the National Board for Technicians Examinations (NABPTEX) for the award of its diplomas.","gold","The African university college of communications","African University College of Communications","anchor-confident"
"Sam Quaicoe karimʋg dɔɔg la an African labaya la'asʋg nɛ li widigir zamisʋg sakur la karimʋg dɔkpɛŋ, ka bɛnɛ AUCC sakurin la teŋir dɔɔdin la.","The Sam Quaicoe Library is the main library of the African University College of Communications located on the ground floor of the AUCC campus main building.","gold","The African university college of communications","African University College of Communications","anchor-confident"
"2012 yʋʋm la, Dɔnwalig nyadig la ni, labaya la'asʋg nɛ li widigir zamisʋg sakur la AUCC, level 300 dɔɔg biis nɛ ba taaba Simmon's College n bɛ Boston, USA la, da di nɛ ""Most Innovative Programming in College Radio"" ya'an piini, New York, USA teŋin.","In March 2012, a joint radio programme by Level 300 students of the African University College of Communications (AUCC) and their counterparts in Simmons College in Boston, USA, won the ""Most Innovative Programming in College Radio"" award in New York, USA.","gold","The African university college of communications","African University College of Communications","anchor-confident"
"· Ghana Institute of Management and Public Administration, Ghana.","Ghana Institute of Management and Public Administration, Ghana.","gold","The African university college of communications","African University College of Communications","anchor-confident"
"· Clark Atlanta University, USA.","Clark Atlanta University, USA.","gold","The African university college of communications","African University College of Communications","anchor-confident"
"· Morehouse College, USA.","Morehouse College, USA.","gold","The African university college of communications","African University College of Communications","anchor-confident"
"· The University of Maryland Eastern Shore USA.","The University of Maryland Eastern Shore, USA.","gold","The African university college of communications","African University College of Communications","anchor-confident"
"· Ohio University, USA.","Ohio University, USA.","gold","The African university college of communications","African University College of Communications","anchor-confident"
"· Howard University, USA.","Howard University, USA.","gold","The African university college of communications","African University College of Communications","anchor-confident"
"· College of Bahamas, Norh America.","College of Bahamas, North America.","gold","The African university college of communications","African University College of Communications","anchor-confident"
"Ya'asɛ, AUCC sakur la lɛn la'asɛ nɛ tʋʋma nɛ zamisa zin'is woo UNESCO la, World Bank, Mo Ibrahim Foundation, Africa2Green International la, nɛ Voice of America (VOA) la.","In addition, the AUCC is affiliated to institutions such as the UNESCO, World Bank, Mo Ibrahim Foundation, the Africa2Green International and the Voice of America (VOA).","gold","The African university college of communications","African University College of Communications","anchor-confident"
"AUCC sakur la lʋgʋr kanɛ zamisid kpikpiŋ yɛla la da la'asi tʋm nɛ tʋʋma lʋgʋr kanɛ buon Knowledge Innovations to equip professionals with knowledge, ka ba zamis Fin Tech n dɔlis pɛbsimin.","The Business School of AUCC collaborated with a consultancy firm named Knowledge Innovations to equip professionals with knowledge in FinTech by the use of online training.","gold","The African university college of communications","African University College of Communications","anchor-confident"
"Karimʋg dɔɔg la mɔri zamisʋg gbana buudi kɔn'ɔb-kɔn'ɔb ka li kal an woo tusa pisnu nɛ, CD nam, tape nam, nɛ zamisʋg gbaʋŋ-sʋma banɛ ka ba nyɛɛb ka' na'anaa, prints nɛ la'asuada.","The library's collections include about five thousand books, CD's, tapes and impressive holdings of rare books, prints and archives.","silver","The African university college of communications","African University College of Communications","anchor-unsure"
"The Cursed Ones anɛ yʋʋm tusayi nɛ piinɛ nu (2015) British sini ka one da gɔsi li yela an Nana Obiri Yeboah ka one gaad tuon an Nicholas K. Lory.","The Cursed Ones is a 2015 British film that was directed by Nana Obiri Yeboah and produced by Nicholas K. Lory.","gold","The Cursed Ones (2015)","The Cursed Ones","anchor-confident"
"One sɔb sini gbaŋ kanɛ anɛ Maximilian Claussen.","The original screenplay was written by Maximilian Claussen.","gold","The Cursed Ones (2015)","The Cursed Ones","anchor-confident"
"Sini la pa'al nɛ sɔ sɔn'ɔs o tiraan ka Wina'am tʋmtʋm mɛ bɛɛ anina, bɔɔd on na niŋ si'em faan'e one ka ba ye o anɛ sɔn'ela, ye li pa'an West Africa dimi nan maan maliŋ si'eba.","The film tells the story of a disillusioned reporter and an idealistic young pastor, who fights to free a girl accused of witchcraft from the clutches of a corrupt system and superstition in the heart of West Africa.","gold","The Cursed Ones (2015)","The Cursed Ones","anchor-confident"
"Sini la paam ya'an piini abʋtan' yi Africa Movie Academy Awards ni, yʋʋm tusayi nɛ piinɛ yuobʋ (2016), ka piini la anɛ Best Director, Best Cinematography, nɛ Best Production Design.","The film received 3 Africa Movie Academy Awards in 2016 for Best Director, Best Cinematography, and Best Production Design.","gold","The Cursed Ones (2015)","The Cursed Ones","anchor-confident"
"Ba da gaŋi li nɔɔrim piinɛ tan' bɛ AMAA awards, ka li pa'al ye sini kan ka ba da gaŋi gaad o taaba yʋʋm tusayi nɛ piinɛ yuobʋ la (2016).","It was nominated for 13 AMAA awards in total, making it the most nominated film of 2016.","gold","The Cursed Ones (2015)","The Cursed Ones","anchor-confident"
"Sini la zin'is bɛdigʋ da maal nɛ tɛnkpɛŋ yinne kanɛ bɛ Eastern Region, Ghana sʋ'ʋlim.","The majority of the film was shot in a single village in the Eastern Region of Ghana.","gold","The Cursed Ones (2015)","The Cursed Ones","anchor-confident"
"Ba da yis The Cursed Ones sini la Hackney Picturehouse linɛ bɛ London la, England ka li paas ban da gaŋi li ye li paas Royal African Society's Film Africa festival ni la.","The Cursed Ones screened at the Hackney Picturehouse in London, England as part of the official selection for the Royal African Society's Film Africa festival.","gold","The Cursed Ones (2015)","The Cursed Ones","anchor-confident"
"Yʋʋm tusayi nɛ piinɛ yuobʋ (2016) sini la da paas o taaba banɛ nya'adi bɛ Pan African Film Festival, Los Angeles sʋ'ʋlim, Atlanta Film Festival, Helsinki African Film Festival, 27th Annual Emden International Film Festival, nɛ New York African Film Festival linɛ bɛ Lincoln Center for the Performing Arts ka banɛ da paasi gɔsi li yela an Human Rights Watch la.","In 2016 the film also screened in competition at the Pan African Film Festival in Los Angeles, the Atlanta Film Festival, the Helsinki African Film Festival, the 27th Annual Emden International Film Festival, and the New York African Film Festival at the Lincoln Center for the Performing Arts where it was co-presented by the Human Rights Watch.","gold","The Cursed Ones (2015)","The Cursed Ones","anchor-confident"
"Ba maal sini la nɛ Ghana sʋ'ʋlim.","The film was shot entirely on location in Ghana.","silver","The Cursed Ones (2015)","The Cursed Ones","anchor-unsure"
"""Wina'am barikimi ti Ghana teŋgbaʋŋ"" la, anɛ Ghana sʋ'ʋlʋm la yʋ'ʋmmir kanɛ pa'an faangir nɛ yɔlisim; yʋ'ʋmmir la da naam nɛ yʋʋm 1957 ni, saŋkanɛ ka Ghana dim da faaɛn ba mɛŋ ka nyɛ yɔlisim yi nasanam nu'usin la.","""God Bless Our Homeland Ghana"" is the national anthem of Ghana; it was adopted in 1957 when Ghana declared its independence from the United Kingdom.","gold","The National Anthem","God Bless Our Homeland Ghana","anchor-confident"
"Din ka ba sɔb gbaʋŋi li yɛla ka Kwame Gbordzoe, onɛ da an sakur biig bɛ Bishop Herman College saŋkan sa la da mɔr yʋ'ʋmmir linɛ ka ba yʋm ye, ""ziankimi Ghana flag la agɔla"" ka ba sid da naami li Ghana faangir nya'aŋ la ka nɔki li lieb Ghana faangir yʋ'ʋmmir Nkrumah da an gɔmma zuraan la saŋa kena.","A competition was held and Kwame Gbordzoe, who was then a student at Bishop Herman College, presented the current lyrics which were chosen to replace ""Lift High The Flag Of Ghana"" which had been officially adopted after independence and used as Ghana's national anthem during Nkrumah's presidency.","gold","The National Anthem","God Bless Our Homeland Ghana","anchor-confident"
"Daʋ kanɛ ka o yʋ'ʋr buon Philip Gbaho la da pin'il naam Ghana yʋ'ʋmmir kanɛ pa'an faangir yɛla la, ka Emmanuel pallor-Thompson yʋm ka sɔbi li niŋ gbaʋŋin.","The music for the national anthem was originally composed by Philip Gbeho and sang to lyrics written by Emmanuel Pappoe-Thompson.","silver","The National Anthem","God Bless Our Homeland Ghana","anchor-confident"
"Michael Kwame Gbordzoe da duoe zi'en ka ye onɛ da tigim yʋ'ʋmmir la sɔbi li Nkrumah onɛ da an gɔmma zuraan la kum nya'aŋ la.","Michael Kwame Gbordzoe has made claims to the current lyrics being used saying that it was written by him after the overthrow of President Nkrumah.","silver","The National Anthem","God Bless Our Homeland Ghana","anchor-unsure"
"The Perfect Picture anɛ Ghanaian sini kanɛ ka Shirley Frimpong-Manso da sɔbi li ka ba maali di bɛ yuum tusa ayi nɛ awai (2009) la ni.","The Perfect Picture is a Ghanaian movie produced and written by Shirley Frimpong-Manso in 2009.","gold","The Perfect Picture (2009 film)","The Perfect Picture (2009 film)","anchor-confident"
"Perfect Picture la kɛ ka ti nyaŋi baŋ dunia kanɛ buudi ka ti bɛ ka li nwɛn wυυ si'el wυsa anɛ sum nyain la hali la'amnɛ ti zuanam.","The Perfect Picture offers a colorful and humorous insight into a world where everything is as perfect as your life and that of your friends.","silver","The Perfect Picture (2009 film)","The Perfect Picture (2009 film)","anchor-unsure"
"UNESCO da bas suor ye di anɛ Masterpiece tis Oral nɛ Intangible Heritage of Humanity bɛ 16 November 2010 la ni.","It was declared a Masterpiece of the Oral and Intangible Heritage of Humanity by UNESCO on 16 November 2010.","gold","The Song of the Sibyl","The Song of the Sibyl","anchor-confident"
"Nɔdi'esʋg kaŋa da dɛŋin gba'aenɛ digili an sɛnlʋg bɛ Greek pian'ad la, yitnɛ bishop Eusebius of Caesarea ka Sanit Augustine da yʋ'ʋn lɛbigidi ken Latin bɛ The City of God ni.","The prophecy was first recorded as an acrostic poem in Greek by bishop Eusebius of Caesarea and later translated into Latin by Saint Augustine in The City of God.","gold","The Song of the Sibyl","The Song of the Sibyl","anchor-confident"
"Yʋʋma kaŋa da yʋmnɛ bɛ Latin ni ka bɛ Judicii Signum yʋ'ʋr ni, amaa dinɛ yi 13th nwa'ae la, di nwaasim yʋ'ʋn da bɛ Catalan ni.","This chant was originally sung in Latin and under the name of Judicii Signum, but from the 13th on, versions in Catalan are found.","gold","The Song of the Sibyl","The Song of the Sibyl","anchor-confident"
"Di da lɛm yi 10th century ni na bɛ zin'is bɛdigʋ gilig Catalonia, Italy, Castile, nɛ France bɛ labaar kani ki'isid Contra judeos, ka yʋ'olim nɔki kpɛ'ɛs karʋŋ kani pɛ'ɛs ya'am ayuobʋ bɛ ayi daan bɛ nocturn of matins ka di da maalnɛ pɛ'ɛsid pʋ'ʋsʋm yʋma ni.","It appeared again in the 10th century in different locations across the Crown of Aragon, Italy, Castile, and France in the sermon Contra judeos, later inserted into the reading of the sixth lesson of the second nocturn of matins and was performed as an integral part of the liturgy.","silver","The Song of the Sibyl","The Song of the Sibyl","anchor-confident"
"Ba da yisi li paalʋ ni bԑ Canada nԑ yʋʋm tusayi nԑ piinԑ ayuobʋ, Sԑnlʋŋ nwadig, daba anii daar bԑ Toronto International Film Festivald di'ema ni ka mԑ yisi li paalʋ yʋʋm tusayi nԑ piinԑ ayuobʋ, Sapal nwadig la ni dapisi nԑ ayuobʋ daari bԑ Eko Hotel and Suites Lagos sʋ'ʋlim, Nigeria.","It premiered on 8 September 2016 at the Toronto International Film Festival in Canada and on 26 November 2016 at Eko Hotel and Suites in Lagos.","gold","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"Ba da yis sini la paalʋ na ye dunia dim wʋsa nyԑ gͻs nԑ yʋʋm tusayi nԑ piinԑ ayuobʋ, Samanpiid nwadig dapiinԑ ayuobʋ daar, ka li da an Nigeria sini kanԑ ka nidib gͻs gaadi li taaba; nԑ lin ti paae yʋʋm tusayi nԑ pisi nԑ yinnԑ ni ka sini kanԑ buon Omo Ghetto: The Saga da kԑna di'e li nͻbir.","The film was released worldwide on 16 December 2016, and became the highest grossing Nigerian film; a record which was broken in 2021 by Omo Ghetto: The Saga.","gold","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"Dunni Coker onԑ an yʋʋm pisi nԑ anaasi ka o dʋ'adib an Engineer Bamidele nԑ Mrs.","During the day of the wedding between Dunni Coker a 24-year-old art gallery owner who is the only daughter of Engineer Bamidele and Mrs. Tinuade Coker, and the IT entrepreneur Dozie Onwuka, who comes from a very wealthy family.","gold","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
